StudentID,Age,City_Tier,State,10th_Percentage,12th_Percentage,Entrance_Exam_Score,Course_Name,Department,Fee_Payment_Status,Scholarship_Recipient,Extracurricular_Activity_Count,Avg_Attendance,Final_CGPA,Is_Dropout,Joining_Year
10486,22,Tier 1,Andhra Pradesh,71.44,61.54,82.93,B.Tech in Electronics,Engineering,On-Time,Yes,3,54.94,8.645756105689998,0,2024
10487,22,Tier 1,Tamil Nadu,61.08,56.83,67.94,B.Sc in Physics,Science,On-Time,No,4,58.39,8.29615732934792,1,2021
10488,20,Tier 2,Tamil Nadu,74.84,72.6,72.73,B.Sc in Physics,Science,On-Time,No,1,54.64,8.240007738871023,1,2021
10489,21,Tier 1,Rajasthan,67.76,66.23,57.36,B.Sc in Physics,Science,On-Time,Yes,1,57.35,7.015322239736962,0,2021
10490,22,Tier 1,Gujarat,68.66,70.97,67.76,B.Tech in Computer Science,Engineering,On-Time,No,4,54.28,6.941485974811497,0,2023
10491,20,Tier 3,West Bengal,87.98,78.97,73.11,B.Sc in Physics,Science,On-Time,No,1,51.98,8.003807451386775,0,2023
10492,19,Tier 1,Maharashtra,97.53,99.0,87.4,B.Tech in Mechanical,Engineering,Delayed,No,2,56.01,7.862733290890179,0,2021
10493,20,Tier 2,Andhra Pradesh,77.82,69.57,89.69,B.Tech in Mechanical,Engineering,On-Time,No,5,67.26,9.279048850146594,0,2021
10494,21,Tier 3,Tamil Nadu,79.07,69.1,95.43,BBA,Management,On-Time,No,3,64.01,9.77,1,2023
10495,20,Tier 3,Uttar Pradesh,57.46,53.88,41.8,B.Sc in Physics,Science,Delayed,Yes,0,59.55,7.243728225828752,1,2022
10496,18,Tier 2,Maharashtra,82.41,86.48,45.75,B.Com,Commerce,On-Time,No,5,53.73,7.29,1,2022
10497,18,Tier 3,Tamil Nadu,61.34,62.34,50.18,B.Tech in Computer Science,Engineering,On-Time,Yes,0,51.74,6.287308858963418,0,2024
10498,19,Tier 1,Delhi,68.65,64.25,41.19,B.Tech in Mechanical,Engineering,Delayed,Yes,2,61.68,6.712268096406474,1,2024
10499,22,Tier 2,West Bengal,64.72,66.9,92.13,B.Tech in Mechanical,Engineering,On-Time,Yes,5,64.53,8.457823367807228,0,2022
10500,21,Tier 3,West Bengal,89.87,82.93,52.24,B.Sc in Physics,Science,On-Time,No,5,62.8,6.376411327630478,0,2023
10501,22,Tier 2,Maharashtra,85.16,80.72,91.29,B.Tech in Computer Science,Engineering,Delayed,No,1,51.08,8.965587004241382,0,2024
10502,20,Tier 3,West Bengal,69.53,64.35,57.71,B.Tech in Mechanical,Engineering,On-Time,Yes,1,60.49,7.64871955287765,0,2021
10503,20,Tier 1,Maharashtra,68.3,61.81,87.29,BBA,Management,On-Time,Yes,2,54.58,8.645292318378084,0,2023
10504,18,Tier 3,Gujarat,84.53,79.05,93.86,B.Sc in Physics,Science,On-Time,No,3,56.8,8.857308005770305,0,2024
10505,22,Tier 1,Maharashtra,93.08,95.41,53.87,B.Tech in Electronics,Engineering,On-Time,No,5,54.77,7.180709733492589,0,2021
10506,21,Tier 2,Maharashtra,96.22,94.89,49.65,B.Sc in Physics,Science,On-Time,No,3,58.01,7.48,1,2024
10507,20,Tier 2,Rajasthan,86.91,90.17,87.62,BBA,Management,Delayed,No,1,63.17,9.001856448801965,0,2021
10508,22,Tier 3,Telangana,92.5,90.98,67.42,B.Tech in Computer Science,Engineering,On-Time,Yes,4,52.82,7.599004972156474,0,2024
10509,18,Tier 3,West Bengal,56.57,50.49,54.67,B.Tech in Computer Science,Engineering,On-Time,No,2,57.88,6.969998969034341,0,2022
10510,18,Tier 3,Karnataka,97.0,92.43,92.04,BBA,Management,Delayed,No,2,54.19,9.376632171818162,0,2024
10511,22,Tier 3,Andhra Pradesh,91.73,93.07,87.14,B.Tech in Electronics,Engineering,Delayed,Yes,2,64.04,7.491898459397936,0,2023
10512,20,Tier 3,Gujarat,88.98,84.46,45.73,B.Tech in Mechanical,Engineering,On-Time,No,1,48.04,6.79759058584948,1,2021
10513,21,Tier 3,Tamil Nadu,85.0,79.91,55.09,B.Tech in Computer Science,Engineering,On-Time,No,4,57.27,6.944975154063037,0,2022
10514,21,Tier 1,Rajasthan,87.31,88.05,83.9,B.Tech in Mechanical,Engineering,On-Time,No,1,51.19,8.700381288309941,0,2023
10515,21,Tier 2,Telangana,68.73,68.28,46.23,B.Sc in Physics,Science,On-Time,No,3,58.44,7.343227192203318,1,2024
10516,18,Tier 3,Rajasthan,83.08,73.47,64.21,B.Sc in Physics,Science,On-Time,No,4,49.88,7.134680533530229,1,2021
10517,19,Tier 2,Karnataka,70.87,62.75,50.34,B.Sc in Physics,Science,On-Time,No,1,55.96,7.174846393840646,0,2022
10518,19,Tier 3,Gujarat,96.39,99.0,41.91,B.Sc in Physics,Science,Delayed,Yes,2,59.11,6.704883399350944,0,2021
10519,21,Tier 2,Maharashtra,72.18,63.27,77.13,BBA,Management,On-Time,Yes,3,54.21,7.514245325275641,0,2024
10520,21,Tier 2,Tamil Nadu,69.73,64.39,59.51,BBA,Management,On-Time,No,5,54.8,7.910687749316722,1,2021
10521,19,Tier 1,Karnataka,81.12,73.23,55.18,B.Tech in Mechanical,Engineering,Delayed,No,4,48.61,7.452129588607678,0,2022
10522,20,Tier 2,Rajasthan,82.88,74.82,68.44,BBA,Management,Defaulted,Yes,5,63.48,7.92996281704397,1,2022
10523,20,Tier 2,Maharashtra,81.94,72.66,69.94,B.Tech in Electronics,Engineering,On-Time,No,1,63.98,7.715526407659381,0,2024
10524,18,Tier 2,Telangana,78.73,82.36,51.21,B.Tech in Computer Science,Engineering,On-Time,No,1,56.95,5.935920160346063,0,2023
10525,18,Tier 3,Andhra Pradesh,64.24,61.93,73.59,B.Com,Commerce,On-Time,No,4,62.93,8.24070131759234,0,2021
10526,20,Tier 2,Uttar Pradesh,92.29,93.55,56.24,B.Com,Commerce,Delayed,No,5,52.44,7.1390194148035215,1,2021
10527,19,Tier 1,Tamil Nadu,87.8,89.6,69.61,B.Tech in Electronics,Engineering,On-Time,No,5,57.37,7.68449701055927,0,2021
10528,22,Tier 3,Rajasthan,66.58,57.59,67.85,B.Tech in Electronics,Engineering,On-Time,No,2,54.14,8.39,1,2022
10529,19,Tier 3,Tamil Nadu,85.82,86.4,62.04,B.Tech in Electronics,Engineering,Defaulted,Yes,5,56.34,7.817285391834798,1,2024
10530,21,Tier 2,Tamil Nadu,97.44,93.65,43.5,B.Tech in Computer Science,Engineering,On-Time,Yes,3,53.49,6.120581960775921,0,2022
10531,19,Tier 3,West Bengal,78.5,73.59,72.84,B.Tech in Electronics,Engineering,On-Time,Yes,5,66.56,8.141127762818009,0,2023
10532,20,Tier 3,Uttar Pradesh,87.15,91.8,47.03,BBA,Management,On-Time,No,5,55.43,7.757019631027463,0,2024
10533,18,Tier 3,Delhi,58.96,55.59,46.63,B.Tech in Mechanical,Engineering,On-Time,Yes,1,55.9,7.49400830196099,0,2024
10534,22,Tier 2,West Bengal,77.69,72.3,88.39,BBA,Management,On-Time,No,5,60.95,8.157995585747859,0,2021
10535,22,Tier 1,Karnataka,88.24,90.15,50.71,B.Tech in Computer Science,Engineering,Defaulted,No,0,51.37,7.701146311397022,1,2022
10536,21,Tier 2,Delhi,56.09,50.0,90.4,B.Tech in Mechanical,Engineering,On-Time,No,5,54.49,8.676591436640662,0,2023
10537,20,Tier 1,Rajasthan,64.04,67.68,69.91,BBA,Management,Defaulted,Yes,5,60.79,7.19754042475324,0,2022
10538,21,Tier 1,Gujarat,95.91,96.79,78.19,B.Tech in Electronics,Engineering,Delayed,No,1,50.61,9.00319036583825,1,2023
10539,22,Tier 3,Karnataka,89.8,84.77,61.54,B.Tech in Computer Science,Engineering,On-Time,No,4,53.91,6.512424138800033,0,2022
10540,22,Tier 1,Karnataka,59.3,59.07,53.14,BBA,Management,On-Time,No,4,60.9,7.66,1,2023
10541,21,Tier 3,Gujarat,90.74,87.17,47.42,B.Com,Commerce,On-Time,No,1,47.51,6.072720128771086,0,2024
10542,20,Tier 2,Rajasthan,83.43,79.74,95.14,B.Tech in Computer Science,Engineering,On-Time,No,3,65.94,9.248301462607309,0,2021
10543,19,Tier 3,Gujarat,66.3,64.7,83.95,B.Sc in Physics,Science,On-Time,Yes,4,57.68,9.388220111993848,0,2021
10544,19,Tier 1,Delhi,96.93,89.48,47.1,B.Sc in Physics,Science,On-Time,Yes,1,57.73,6.846888072303059,0,2024
10545,20,Tier 3,Andhra Pradesh,88.54,85.1,71.3,B.Tech in Computer Science,Engineering,Defaulted,No,1,56.38,8.476873755124528,1,2021
10546,18,Tier 2,Rajasthan,71.76,68.93,64.85,BBA,Management,Delayed,Yes,3,56.83,7.835283914395298,1,2023
10547,21,Tier 3,Rajasthan,63.31,55.8,44.16,B.Tech in Electronics,Engineering,On-Time,Yes,5,51.9,6.545240946395961,1,2022
10548,20,Tier 3,Delhi,86.95,85.13,44.15,B.Sc in Physics,Science,On-Time,No,1,62.9,6.140000297828227,0,2021
10549,21,Tier 2,Rajasthan,57.44,60.86,85.43,B.Sc in Physics,Science,On-Time,No,4,63.9,8.158299475601273,0,2024
10550,22,Tier 2,Telangana,81.08,73.02,79.39,B.Tech in Computer Science,Engineering,On-Time,No,3,64.66,8.518464817264734,0,2021
10551,22,Tier 1,Andhra Pradesh,95.43,88.23,77.06,BBA,Management,Defaulted,Yes,2,66.18,7.609940167074723,0,2023
10552,21,Tier 2,Maharashtra,74.7,64.84,55.53,B.Tech in Mechanical,Engineering,On-Time,No,0,56.24,7.113798616869434,0,2023
10553,18,Tier 2,Rajasthan,81.74,77.15,84.64,B.Tech in Mechanical,Engineering,Delayed,Yes,3,59.69,8.950869731800388,0,2021
10554,22,Tier 1,Delhi,59.01,53.34,93.97,B.Sc in Physics,Science,Defaulted,No,0,57.8,9.384359031930831,1,2022
10555,22,Tier 3,Karnataka,97.69,99.0,53.24,B.Sc in Physics,Science,On-Time,No,5,53.73,6.395058872371576,0,2021
10556,22,Tier 3,Rajasthan,66.24,59.29,61.47,B.Tech in Electronics,Engineering,Defaulted,No,4,62.64,7.489454235986958,1,2023
10557,18,Tier 1,Telangana,85.96,80.2,78.05,B.Com,Commerce,On-Time,Yes,0,60.8,8.642404047123653,1,2023
10558,18,Tier 3,Uttar Pradesh,65.84,57.39,41.63,B.Com,Commerce,On-Time,No,0,56.45,7.05204263093001,1,2024
10559,18,Tier 3,West Bengal,60.15,50.49,76.22,B.Com,Commerce,Delayed,No,3,59.53,8.332113820892804,0,2021
10560,21,Tier 1,Gujarat,91.43,93.69,58.36,B.Tech in Mechanical,Engineering,Defaulted,Yes,5,59.53,7.292565680947316,0,2022
10561,20,Tier 1,Delhi,55.07,50.0,40.74,B.Tech in Electronics,Engineering,On-Time,Yes,3,56.47,6.2101833514487,0,2022
10562,19,Tier 1,Andhra Pradesh,90.02,88.34,76.7,B.Com,Commerce,On-Time,No,5,60.84,8.538043683796664,1,2024
10563,21,Tier 1,Gujarat,83.75,87.77,54.53,B.Tech in Mechanical,Engineering,On-Time,No,4,53.59,7.794571641764149,1,2021
10564,22,Tier 3,Andhra Pradesh,71.95,68.75,51.85,B.Tech in Electronics,Engineering,On-Time,Yes,4,49.04,7.59,1,2021
10565,19,Tier 2,Delhi,93.36,87.14,73.71,B.Tech in Mechanical,Engineering,On-Time,Yes,1,62.33,7.520590850389212,0,2023
10566,18,Tier 1,Gujarat,93.37,87.68,44.3,B.Tech in Mechanical,Engineering,On-Time,Yes,2,54.33,6.436715046533878,0,2023
10567,21,Tier 1,Maharashtra,61.09,62.4,79.44,BBA,Management,Delayed,No,4,67.82,8.504204455736444,0,2024
10568,18,Tier 1,Rajasthan,84.93,83.19,79.11,B.Tech in Mechanical,Engineering,Delayed,No,0,47.8,8.96,1,2021
10569,21,Tier 1,Tamil Nadu,78.85,76.38,47.5,B.Tech in Computer Science,Engineering,Defaulted,Yes,1,50.73,6.549388312527295,0,2024
10570,20,Tier 3,Maharashtra,55.61,58.32,90.71,B.Tech in Electronics,Engineering,On-Time,Yes,4,56.94,8.387699499751362,1,2021
10571,20,Tier 1,Andhra Pradesh,61.16,51.7,43.35,B.Sc in Physics,Science,On-Time,Yes,5,46.52,6.39732507952822,0,2021
10572,18,Tier 3,Telangana,58.18,53.45,93.74,B.Com,Commerce,On-Time,Yes,2,67.61,8.74060595633068,0,2023
10573,19,Tier 2,Rajasthan,92.92,92.4,41.24,B.Tech in Electronics,Engineering,On-Time,No,2,54.57,6.761001416768421,1,2021
10574,21,Tier 3,Karnataka,77.79,79.1,82.04,B.Com,Commerce,On-Time,No,0,61.24,8.4636867732254,0,2021
10575,19,Tier 2,Tamil Nadu,78.72,81.37,62.67,B.Com,Commerce,On-Time,Yes,5,55.91,7.480703161561922,0,2023
10576,19,Tier 2,Gujarat,81.25,74.8,71.3,B.Sc in Physics,Science,Delayed,No,4,56.35,8.425015392782141,0,2024
10577,20,Tier 2,Telangana,75.43,69.88,57.09,B.Tech in Computer Science,Engineering,On-Time,Yes,3,59.29,7.85,1,2021
10578,18,Tier 2,Karnataka,75.33,73.18,85.26,B.Com,Commerce,On-Time,No,5,65.83,9.650327224701511,0,2022
10579,21,Tier 1,Karnataka,97.69,90.83,79.47,B.Sc in Physics,Science,On-Time,Yes,3,58.78,8.327734481382727,0,2021
10580,20,Tier 1,Karnataka,82.92,77.41,55.52,BBA,Management,On-Time,No,0,59.27,7.430670955670324,1,2022
10581,21,Tier 2,West Bengal,89.54,81.74,86.26,BBA,Management,On-Time,Yes,0,56.02,8.161643019488992,0,2023
10582,19,Tier 1,Delhi,71.06,73.75,87.29,B.Tech in Computer Science,Engineering,On-Time,Yes,1,60.27,8.62468707331933,0,2022
10583,18,Tier 1,Karnataka,85.88,89.51,65.55,B.Sc in Physics,Science,On-Time,Yes,4,49.14,7.194309506022519,0,2023
10584,18,Tier 1,Delhi,96.89,97.94,91.81,B.Com,Commerce,On-Time,No,5,67.22,8.386318803965432,0,2024
10585,19,Tier 1,Andhra Pradesh,83.16,73.64,54.85,B.Tech in Mechanical,Engineering,Defaulted,No,5,49.23,7.404484132961505,1,2023
10586,18,Tier 2,Telangana,86.27,86.48,61.13,BBA,Management,On-Time,No,3,54.16,7.770173023003256,1,2022
10587,19,Tier 2,Rajasthan,95.83,87.73,86.51,BBA,Management,On-Time,No,1,61.88,8.782300241653886,1,2021
10588,22,Tier 1,Uttar Pradesh,63.17,59.07,69.45,BBA,Management,On-Time,No,5,68.37,8.081874454775003,1,2024
10589,20,Tier 3,Uttar Pradesh,81.59,77.42,75.35,B.Com,Commerce,On-Time,No,2,53.93,8.874454240512206,1,2024
10590,20,Tier 2,Telangana,85.03,76.5,96.96,B.Sc in Physics,Science,On-Time,No,4,63.99,9.914537582741389,1,2021
10591,18,Tier 2,Gujarat,88.43,81.56,56.3,B.Tech in Mechanical,Engineering,On-Time,Yes,4,51.59,7.153397489667933,1,2022
10592,18,Tier 3,Uttar Pradesh,57.6,50.0,70.89,B.Com,Commerce,On-Time,No,4,49.54,7.900558729754655,0,2023
10593,19,Tier 2,Telangana,87.61,90.99,56.14,B.Tech in Electronics,Engineering,On-Time,No,3,48.44,7.734579730014007,1,2024
10594,20,Tier 1,Telangana,82.68,82.82,84.63,B.Tech in Computer Science,Engineering,On-Time,Yes,3,60.86,7.439390342460753,0,2021
10595,21,Tier 1,Andhra Pradesh,77.56,72.93,63.36,B.Tech in Mechanical,Engineering,On-Time,Yes,1,55.56,6.508557028929344,0,2023
10596,19,Tier 2,Andhra Pradesh,68.89,62.55,79.55,B.Tech in Computer Science,Engineering,On-Time,Yes,3,50.87,7.599869623421354,0,2021
10597,19,Tier 3,Karnataka,55.32,50.9,76.74,B.Tech in Electronics,Engineering,On-Time,No,1,53.14,7.454872402160256,0,2024
10598,19,Tier 1,Delhi,71.66,75.06,95.05,B.Tech in Mechanical,Engineering,On-Time,No,0,61.12,9.649144882820485,1,2022
10599,19,Tier 1,West Bengal,76.48,70.68,82.48,BBA,Management,Delayed,No,0,62.82,8.885446665613532,1,2021
10600,21,Tier 3,Rajasthan,79.43,82.04,43.16,B.Tech in Mechanical,Engineering,Defaulted,Yes,5,54.04,7.16,1,2022
10601,21,Tier 1,Karnataka,59.84,53.97,66.86,B.Com,Commerce,On-Time,Yes,5,50.15,8.34,1,2024
10602,20,Tier 3,Uttar Pradesh,75.6,68.57,41.44,B.Tech in Electronics,Engineering,On-Time,Yes,4,66.06,6.391744398205818,0,2023
10603,20,Tier 2,Gujarat,78.42,77.82,93.21,B.Sc in Physics,Science,On-Time,No,0,59.22,8.529189827941321,1,2021
10604,20,Tier 2,Karnataka,94.76,90.08,66.6,B.Com,Commerce,On-Time,No,0,60.82,7.7369842880007855,1,2022
10605,18,Tier 3,Andhra Pradesh,56.81,60.25,40.24,B.Com,Commerce,Delayed,Yes,1,53.85,6.2039633488435,1,2023
10606,19,Tier 3,Tamil Nadu,55.03,50.0,69.77,B.Tech in Computer Science,Engineering,Delayed,Yes,0,60.09,8.345679737179191,1,2022
10607,21,Tier 2,Delhi,95.63,90.71,40.62,B.Com,Commerce,Delayed,No,4,50.31,7.03,1,2022
10608,21,Tier 3,Telangana,92.87,83.63,80.41,B.Tech in Computer Science,Engineering,On-Time,No,2,56.36,7.966396986774398,0,2024
10609,22,Tier 1,Gujarat,81.39,84.97,80.35,B.Com,Commerce,On-Time,No,2,68.35,8.43122769660056,0,2024
10610,19,Tier 2,Maharashtra,80.85,79.45,80.52,B.Tech in Computer Science,Engineering,On-Time,Yes,0,53.24,8.315939831559605,0,2024
10611,19,Tier 1,Karnataka,86.84,77.64,73.2,BBA,Management,Delayed,No,3,58.28,8.46972412005998,1,2024
10612,22,Tier 1,Tamil Nadu,60.2,62.77,73.65,B.Sc in Physics,Science,On-Time,No,0,53.42,8.146980463165942,0,2022
10613,22,Tier 1,Maharashtra,77.56,78.57,71.3,B.Tech in Electronics,Engineering,On-Time,Yes,4,66.13,7.497034466577894,0,2024
10614,19,Tier 2,Delhi,77.08,67.27,73.4,B.Tech in Mechanical,Engineering,On-Time,Yes,5,63.06,8.459456035851238,1,2021
10615,21,Tier 3,Telangana,93.22,88.53,84.57,B.Tech in Mechanical,Engineering,On-Time,No,2,57.33,8.473715948043967,0,2024
10616,22,Tier 2,Telangana,94.53,86.7,67.72,BBA,Management,On-Time,No,5,62.09,7.875612466777937,0,2022
10617,20,Tier 2,Uttar Pradesh,80.56,82.14,94.68,B.Tech in Electronics,Engineering,Delayed,No,1,64.79,9.340653789849425,1,2022
10618,22,Tier 2,Andhra Pradesh,63.79,61.85,70.69,B.Tech in Computer Science,Engineering,On-Time,Yes,2,60.76,7.993765935597722,0,2021
10619,22,Tier 2,Delhi,60.35,59.7,72.49,BBA,Management,On-Time,No,3,55.85,7.928708461703042,0,2024
10620,21,Tier 1,West Bengal,61.01,64.17,84.85,B.Tech in Computer Science,Engineering,Delayed,No,3,48.64,7.989467850998674,0,2022
10621,19,Tier 1,Tamil Nadu,81.59,78.03,55.74,B.Com,Commerce,Defaulted,No,0,53.61,7.79,1,2023
10622,19,Tier 1,Rajasthan,65.41,61.27,92.62,B.Tech in Mechanical,Engineering,Delayed,No,0,62.55,8.694092342658601,1,2024
10623,20,Tier 3,Tamil Nadu,76.14,69.3,70.91,B.Tech in Electronics,Engineering,On-Time,No,1,47.97,7.519710162198939,0,2021
10624,21,Tier 2,Telangana,96.31,91.01,73.24,B.Sc in Physics,Science,Defaulted,No,1,61.85,8.476572064900017,1,2023
10625,19,Tier 3,Telangana,77.24,74.28,51.55,B.Tech in Computer Science,Engineering,On-Time,Yes,1,65.33,6.15029740149713,0,2021
10626,21,Tier 1,Uttar Pradesh,77.38,78.9,45.44,B.Tech in Computer Science,Engineering,Delayed,No,1,60.06,6.922990359202345,1,2022
10627,18,Tier 3,Gujarat,87.72,81.87,49.01,B.Tech in Mechanical,Engineering,Delayed,No,3,53.88,6.956122544615228,1,2023
10628,21,Tier 3,Karnataka,59.72,61.0,77.77,B.Tech in Computer Science,Engineering,On-Time,No,2,50.31,8.197570068749322,0,2021
10629,22,Tier 1,Rajasthan,76.64,74.14,87.49,B.Tech in Mechanical,Engineering,On-Time,Yes,5,58.83,9.147175550016224,1,2023
10630,21,Tier 1,Tamil Nadu,55.7,57.29,65.9,BBA,Management,Delayed,No,0,51.02,7.70591697122024,1,2021
10631,20,Tier 3,West Bengal,78.72,83.11,97.9,BBA,Management,On-Time,No,2,50.06,8.797398627665387,0,2024
10632,22,Tier 2,West Bengal,70.82,63.8,74.55,BBA,Management,On-Time,Yes,1,58.83,8.800416111638745,0,2022
10633,19,Tier 3,Delhi,71.51,70.59,42.47,B.Tech in Electronics,Engineering,Delayed,Yes,1,53.08,6.466841012944357,1,2024
10634,19,Tier 1,Gujarat,58.44,56.55,93.06,B.Com,Commerce,On-Time,No,4,64.55,9.211646938313615,0,2021
10635,19,Tier 1,Tamil Nadu,73.66,74.58,95.46,B.Tech in Electronics,Engineering,Defaulted,No,3,54.74,10.0,1,2022
10636,21,Tier 2,Telangana,67.86,69.22,76.76,B.Sc in Physics,Science,Defaulted,Yes,3,60.47,7.972538461106944,1,2024
10637,19,Tier 1,Uttar Pradesh,81.25,83.78,49.39,B.Tech in Electronics,Engineering,On-Time,Yes,1,55.61,6.913008049010482,0,2024
10638,20,Tier 3,West Bengal,84.48,77.08,61.08,B.Com,Commerce,On-Time,No,4,53.79,6.293426245592576,1,2021
10639,18,Tier 2,Telangana,60.96,59.02,90.29,B.Tech in Mechanical,Engineering,Delayed,No,3,60.08,9.49995990872699,1,2022
10640,20,Tier 1,West Bengal,65.35,68.12,49.16,B.Tech in Computer Science,Engineering,On-Time,No,5,46.34,7.572599140274544,1,2021
10641,21,Tier 2,Maharashtra,61.73,63.86,43.9,B.Tech in Computer Science,Engineering,Defaulted,Yes,0,58.59,7.262539166782255,1,2024
10642,20,Tier 1,Rajasthan,75.94,66.11,48.74,B.Tech in Mechanical,Engineering,Delayed,Yes,1,60.55,7.362745284041392,1,2022
10643,20,Tier 2,Andhra Pradesh,77.83,69.49,98.62,B.Com,Commerce,Defaulted,Yes,3,65.11,9.754452230096064,1,2022
10644,21,Tier 3,Telangana,64.93,65.2,74.86,BBA,Management,On-Time,Yes,2,58.8,7.999729401267281,0,2024
10645,22,Tier 2,Andhra Pradesh,55.7,50.0,83.23,B.Sc in Physics,Science,On-Time,Yes,5,64.79,8.919738530034433,1,2024
10646,18,Tier 3,West Bengal,65.56,63.36,45.87,B.Sc in Physics,Science,On-Time,Yes,0,55.65,5.841940849266618,0,2022
10647,18,Tier 1,Tamil Nadu,88.48,81.56,95.72,B.Tech in Mechanical,Engineering,On-Time,No,5,51.87,8.993698564007044,0,2024
10648,18,Tier 1,Telangana,97.66,99.0,60.18,B.Com,Commerce,On-Time,No,4,62.24,7.672476806287386,0,2021
10649,18,Tier 3,Tamil Nadu,95.15,88.44,72.89,BBA,Management,Delayed,Yes,1,53.31,7.767215079111208,0,2024
10650,18,Tier 3,Telangana,79.14,82.39,48.01,BBA,Management,On-Time,Yes,5,60.16,6.390427416966189,0,2022
10651,20,Tier 1,Rajasthan,67.07,59.32,97.9,B.Com,Commerce,Defaulted,No,2,53.75,9.89,1,2023
10652,19,Tier 1,Telangana,80.04,83.86,42.9,B.Tech in Electronics,Engineering,On-Time,No,0,60.15,7.126622677625362,1,2022
10653,20,Tier 1,Maharashtra,57.96,50.0,74.71,B.Tech in Computer Science,Engineering,On-Time,Yes,3,61.95,7.525485485905183,0,2021
10654,19,Tier 1,Karnataka,86.73,79.4,80.26,B.Tech in Mechanical,Engineering,On-Time,No,4,62.28,7.7794041525258,0,2023
10655,21,Tier 2,Telangana,66.58,62.33,92.48,B.Sc in Physics,Science,On-Time,Yes,5,54.46,8.930430995646347,0,2021
10656,18,Tier 3,Delhi,71.97,62.49,56.32,B.Tech in Computer Science,Engineering,On-Time,No,3,54.16,7.776297097706374,1,2022
10657,19,Tier 2,Tamil Nadu,70.19,62.14,90.63,B.Sc in Physics,Science,On-Time,No,1,49.11,8.73100061410592,1,2022
10658,18,Tier 3,Gujarat,57.81,55.99,57.89,B.Tech in Mechanical,Engineering,On-Time,Yes,0,50.32,7.705686287575581,1,2024
10659,20,Tier 2,Andhra Pradesh,84.67,85.59,78.84,B.Tech in Electronics,Engineering,On-Time,No,4,61.36,8.191131676621739,0,2022
10660,18,Tier 1,Karnataka,69.08,63.74,72.68,B.Com,Commerce,On-Time,No,4,55.3,7.748667471445112,0,2024
10661,19,Tier 2,Tamil Nadu,56.97,56.93,67.81,B.Tech in Mechanical,Engineering,On-Time,No,5,61.49,8.235205384189669,1,2024
10662,19,Tier 1,Tamil Nadu,70.95,75.4,40.69,B.Com,Commerce,On-Time,No,5,58.69,6.5156835744281,0,2023
10663,20,Tier 1,Andhra Pradesh,83.26,77.82,40.38,BBA,Management,On-Time,Yes,5,54.8,5.749627447887696,0,2024
10664,22,Tier 3,Maharashtra,66.84,69.26,49.26,B.Sc in Physics,Science,Delayed,No,1,50.38,7.46,1,2021
10665,19,Tier 2,Gujarat,55.33,54.71,71.45,B.Sc in Physics,Science,Defaulted,No,3,52.36,8.364249658107513,1,2024
10666,22,Tier 3,Andhra Pradesh,79.39,70.09,65.07,B.Com,Commerce,Delayed,Yes,0,62.69,8.061553052778711,1,2024
10667,22,Tier 3,Delhi,75.61,66.97,74.26,B.Sc in Physics,Science,On-Time,No,2,57.75,8.12919179473266,1,2022
10668,19,Tier 1,Karnataka,73.39,65.64,52.11,B.Tech in Mechanical,Engineering,On-Time,Yes,5,51.17,7.61,1,2024
10669,18,Tier 2,Delhi,62.09,55.96,77.59,B.Tech in Computer Science,Engineering,On-Time,No,2,61.46,8.082077831654484,1,2024
10670,19,Tier 3,Delhi,89.95,85.94,74.01,BBA,Management,On-Time,No,1,60.39,7.873243622565087,1,2023
10671,20,Tier 1,West Bengal,70.54,67.8,71.27,BBA,Management,On-Time,No,0,53.83,8.397917000642389,1,2021
10672,19,Tier 2,Tamil Nadu,80.89,76.68,67.14,B.Tech in Electronics,Engineering,On-Time,Yes,2,61.18,7.042567970962083,0,2024
10673,20,Tier 3,Karnataka,95.78,93.3,94.92,B.Com,Commerce,On-Time,No,3,53.16,9.706146773544052,1,2021
10674,19,Tier 1,Maharashtra,92.82,86.47,47.7,B.Sc in Physics,Science,Delayed,Yes,1,57.55,6.524052050244357,1,2022
10675,19,Tier 2,West Bengal,78.37,80.57,51.31,B.Sc in Physics,Science,On-Time,Yes,2,48.03,6.833420833121441,0,2024
10676,20,Tier 2,Karnataka,81.23,75.77,79.75,B.Tech in Electronics,Engineering,On-Time,Yes,1,47.21,9.324895530698589,0,2022
10677,18,Tier 1,Delhi,85.59,83.77,67.52,B.Tech in Computer Science,Engineering,Defaulted,No,2,53.39,7.858435046164044,1,2023
10678,18,Tier 3,Gujarat,91.91,85.23,82.5,B.Com,Commerce,On-Time,No,5,59.11,7.856871338216608,0,2021
10679,21,Tier 3,Uttar Pradesh,67.2,57.51,47.06,B.Sc in Physics,Science,On-Time,Yes,4,59.95,7.43727759194673,0,2024
10680,20,Tier 1,Tamil Nadu,72.07,69.91,89.45,B.Com,Commerce,On-Time,No,1,49.67,8.68525682510321,0,2023
10681,22,Tier 2,Andhra Pradesh,95.45,99.0,61.64,B.Tech in Computer Science,Engineering,On-Time,Yes,4,54.71,7.222335136628177,0,2024
10682,19,Tier 2,West Bengal,72.11,68.0,88.27,B.Tech in Computer Science,Engineering,On-Time,No,3,52.28,9.392421662596272,1,2023
10683,19,Tier 1,Telangana,97.31,89.84,57.13,B.Tech in Computer Science,Engineering,On-Time,No,4,57.41,7.86,1,2024
